epoch	lr	loss_train	error_eval_p1	error_eval_p2	
262.000000	0.000028	36.253100	28.338478	12.498608	
263.000000	0.000028	36.361571	29.393305	12.339850	
264.000000	0.000028	36.312279	29.130330	12.389123	
265.000000	0.000028	36.792231	28.988945	12.222350	
266.000000	0.000028	36.239224	28.504864	12.245494	
267.000000	0.000028	36.344509	29.094986	12.349096	
268.000000	0.000028	35.906961	29.782351	11.679301	
269.000000	0.000028	36.274799	28.871532	12.141660	
270.000000	0.000028	36.317321	29.451137	12.455079	
271.000000	0.000028	35.945894	27.868050	12.247070	
272.000000	0.000028	36.188974	28.576409	12.255431	
273.000000	0.000028	35.916126	28.404792	12.285935	
274.000000	0.000028	35.813101	28.672027	12.315193	
275.000000	0.000028	36.097731	29.191599	12.382418	
276.000000	0.000028	35.755453	29.039363	12.508958	
277.000000	0.000028	35.584755	29.574699	12.074421	
278.000000	0.000028	35.269138	28.254973	12.230719	
279.000000	0.000025	35.458735	29.893027	12.153735	
280.000000	0.000025	35.321449	28.994888	12.090289	
281.000000	0.000025	35.122737	28.698071	12.094778	
282.000000	0.000025	34.811194	29.091775	12.057161	
283.000000	0.000025	34.851725	28.400388	12.297864	
284.000000	0.000025	35.136308	28.479142	12.359567	
285.000000	0.000025	34.817760	29.484321	12.045714	
286.000000	0.000025	34.771130	28.953249	12.181800	
287.000000	0.000025	34.931610	29.241096	12.207790	
288.000000	0.000025	34.603560	28.567076	12.405232	
289.000000	0.000025	34.232620	28.580782	12.084758	
290.000000	0.000025	34.720074	28.805522	12.302595	
291.000000	0.000025	34.507977	30.848200	12.061017	
292.000000	0.000025	34.712124	29.201644	12.458186	
293.000000	0.000025	34.343155	29.000960	12.180466	
294.000000	0.000025	34.033735	29.101827	12.171686	
295.000000	0.000025	34.109781	28.631054	12.230325	
296.000000	0.000025	34.267410	28.738046	11.829521	
297.000000	0.000025	34.404659	29.620669	12.134034	
298.000000	0.000025	34.293938	29.316641	11.956755	
299.000000	0.000025	34.152076	29.203281	12.167139	
300.000000	0.000023	34.234376	28.494527	12.305729	
301.000000	0.000023	33.444788	28.695634	12.236003	
302.000000	0.000023	33.781698	29.326568	12.232795	
303.000000	0.000023	33.764032	29.055500	12.013519	
304.000000	0.000023	33.468763	28.827714	11.999924	
305.000000	0.000023	33.505487	28.705806	12.151522	
306.000000	0.000023	33.369603	28.528081	12.447871	
307.000000	0.000023	33.710949	30.134638	12.118906	
308.000000	0.000023	33.474646	28.440004	12.266523	
309.000000	0.000023	33.486338	28.182433	12.120409	
310.000000	0.000023	33.825521	28.454180	12.131841	
311.000000	0.000023	33.257656	28.463181	12.026273	
312.000000	0.000023	33.536808	28.751624	12.129979	
313.000000	0.000023	33.696562	28.162211	12.108776	
314.000000	0.000023	33.364045	28.756277	12.238685	
315.000000	0.000023	33.155447	28.629971	11.821584	
316.000000	0.000023	33.128824	28.268002	12.116921	
317.000000	0.000023	32.878663	29.235411	12.192997	
318.000000	0.000023	32.778283	30.413069	12.112053	
319.000000	0.000023	32.947310	29.035806	12.145520	
320.000000	0.000023	32.643440	29.453798	12.110892	
321.000000	0.000023	33.245397	29.243250	12.147909	
322.000000	0.000021	32.644574	28.672549	12.141921	
323.000000	0.000021	32.482286	28.490880	12.010643	
324.000000	0.000021	32.547429	28.699431	12.125985	
325.000000	0.000021	32.655969	28.794596	12.206683	
326.000000	0.000021	32.195053	28.792662	11.977148	
327.000000	0.000021	32.379115	28.600904	12.042416	
328.000000	0.000021	32.279533	28.866426	12.090710	
329.000000	0.000021	32.274128	28.236197	12.273626	
330.000000	0.000021	32.349169	28.967250	12.018477	
331.000000	0.000021	32.186844	28.638161	12.060701	
332.000000	0.000021	31.869485	28.661723	12.118341	
333.000000	0.000021	32.103257	28.386190	11.935766	
334.000000	0.000021	32.419066	28.861325	12.037443	
335.000000	0.000021	31.991920	28.882681	12.200520	
